repayment_id,account_id,borrower_id,month_number,emi_due,payment_status,days_late
RPY006466,LA04831,BOR00090,9,38458.93,On-Time,0
RPY006467,LA05416,BOR00758,1,44519.9,On-Time,0
RPY006468,LA05416,BOR00758,2,44519.9,On-Time,0
RPY006469,LA05416,BOR00758,3,44519.9,On-Time,0
RPY006470,LA03042,BOR03268,1,60579.49,On-Time,0
RPY006471,LA03042,BOR03268,2,60579.49,On-Time,0
RPY006472,LA03042,BOR03268,3,60579.49,On-Time,0
RPY006473,LA03042,BOR03268,4,60579.49,On-Time,0
RPY006474,LA03042,BOR03268,5,60579.49,On-Time,0
RPY006475,LA03042,BOR03268,6,60579.49,On-Time,0
RPY006476,LA03042,BOR03268,7,60579.49,On-Time,0
RPY006477,LA06823,BOR03715,1,824.09,On-Time,0
RPY006478,LA06823,BOR03715,2,824.09,On-Time,0
RPY006479,LA06823,BOR03715,3,824.09,On-Time,0
RPY006480,LA06823,BOR03715,4,824.09,On-Time,0
RPY006481,LA06823,BOR03715,5,824.09,On-Time,0
RPY006482,LA06823,BOR03715,6,824.09,On-Time,0
RPY006483,LA03282,BOR08038,1,23233.55,On-Time,0
RPY006484,LA03282,BOR08038,2,23233.55,On-Time,0
RPY006485,LA03282,BOR08038,3,23233.55,On-Time,0
RPY006486,LA03282,BOR08038,4,23233.55,On-Time,0
RPY006487,LA03282,BOR08038,5,23233.55,On-Time,0
RPY006488,LA02421,BOR00485,1,4109.04,On-Time,0
RPY006489,LA02421,BOR00485,2,4109.04,On-Time,0
RPY006490,LA02421,BOR00485,3,4109.04,On-Time,0
RPY006491,LA02421,BOR00485,4,4109.04,On-Time,0
RPY006492,LA02421,BOR00485,5,4109.04,On-Time,0
RPY006493,LA02421,BOR00485,6,4109.04,On-Time,0
RPY006494,LA02421,BOR00485,7,4109.04,On-Time,0
RPY006495,LA05961,BOR00780,1,9644.14,On-Time,0
RPY006496,LA05961,BOR00780,2,9644.14,On-Time,0
RPY006497,LA05961,BOR00780,3,9644.14,On-Time,0
RPY006498,LA02477,BOR04963,1,5400.35,On-Time,0
RPY006499,LA02477,BOR04963,2,5400.35,On-Time,0
RPY006500,LA02477,BOR04963,3,5400.35,Late,34
RPY006501,LA02477,BOR04963,4,5400.35,On-Time,0
RPY006502,LA02477,BOR04963,5,5400.35,On-Time,0
RPY006503,LA02477,BOR04963,6,5400.35,On-Time,0
RPY006504,LA02477,BOR04963,7,5400.35,On-Time,0
RPY006505,LA02477,BOR04963,8,5400.35,Late,35
RPY006506,LA02477,BOR04963,9,5400.35,On-Time,0
RPY006507,LA02477,BOR04963,10,5400.35,On-Time,0
RPY006508,LA02477,BOR04963,11,5400.35,On-Time,0
RPY006509,LA02477,BOR04963,12,5400.35,On-Time,0
RPY006510,LA01591,BOR09981,1,17278.04,On-Time,0
RPY006511,LA01591,BOR09981,2,17278.04,On-Time,0
RPY006512,LA01591,BOR09981,3,17278.04,On-Time,0
RPY006513,LA01591,BOR09981,4,17278.04,On-Time,0
RPY006514,LA01591,BOR09981,5,17278.04,On-Time,0
RPY006515,LA01591,BOR09981,6,17278.04,On-Time,0
RPY006516,LA01591,BOR09981,7,17278.04,On-Time,0
RPY006517,LA01591,BOR09981,8,17278.04,On-Time,0
RPY006518,LA01591,BOR09981,9,17278.04,On-Time,0
RPY006519,LA01591,BOR09981,10,17278.04,On-Time,0
RPY006520,LA01591,BOR09981,11,17278.04,On-Time,0
RPY006521,LA01591,BOR09981,12,17278.04,On-Time,0
RPY006522,LA01716,BOR02162,1,155739.12,Late,10
RPY006523,LA01716,BOR02162,2,155739.12,On-Time,0
RPY006524,LA01716,BOR02162,3,155739.12,On-Time,0
RPY006525,LA01716,BOR02162,4,155739.12,Late,56
RPY006526,LA01716,BOR02162,5,155739.12,On-Time,0
RPY006527,LA01716,BOR02162,6,155739.12,On-Time,0
RPY006528,LA01716,BOR02162,7,155739.12,On-Time,0
RPY006529,LA01716,BOR02162,8,155739.12,On-Time,0
RPY006530,LA01716,BOR02162,9,155739.12,On-Time,0
RPY006531,LA06197,BOR04806,1,5173.98,On-Time,0
RPY006532,LA06197,BOR04806,2,5173.98,On-Time,0
RPY006533,LA06197,BOR04806,3,5173.98,On-Time,0
RPY006534,LA06197,BOR04806,4,5173.98,On-Time,0
RPY006535,LA04275,BOR06202,1,4157.25,On-Time,0
RPY006536,LA04275,BOR06202,2,4157.25,On-Time,0
RPY006537,LA04275,BOR06202,3,4157.25,Late,43
RPY006538,LA04275,BOR06202,4,4157.25,On-Time,0
RPY006539,LA04275,BOR06202,5,4157.25,On-Time,0
RPY006540,LA04275,BOR06202,6,4157.25,On-Time,0
RPY006541,LA04275,BOR06202,7,4157.25,On-Time,0
RPY006542,LA04399,BOR01570,1,11795.37,On-Time,0
RPY006543,LA04399,BOR01570,2,11795.37,On-Time,0
RPY006544,LA04399,BOR01570,3,11795.37,On-Time,0
RPY006545,LA04399,BOR01570,4,11795.37,On-Time,0
RPY006546,LA04399,BOR01570,5,11795.37,On-Time,0
RPY006547,LA04399,BOR01570,6,11795.37,On-Time,0
RPY006548,LA04399,BOR01570,7,11795.37,On-Time,0
RPY006549,LA04399,BOR01570,8,11795.37,On-Time,0
RPY006550,LA00713,BOR03163,1,16363.47,On-Time,0
RPY006551,LA00713,BOR03163,2,16363.47,On-Time,0
RPY006552,LA00713,BOR03163,3,16363.47,On-Time,0
RPY006553,LA00713,BOR03163,4,16363.47,Late,28
RPY006554,LA00713,BOR03163,5,16363.47,Late,10
RPY006555,LA00713,BOR03163,6,16363.47,Late,42
RPY006556,LA00713,BOR03163,7,16363.47,On-Time,0
RPY006557,LA00713,BOR03163,8,16363.47,On-Time,0
RPY006558,LA00967,BOR04473,1,4801.19,On-Time,0
RPY006559,LA00967,BOR04473,2,4801.19,On-Time,0
RPY006560,LA00967,BOR04473,3,4801.19,On-Time,0
RPY006561,LA00967,BOR04473,4,4801.19,On-Time,0
RPY006562,LA00967,BOR04473,5,4801.19,On-Time,0
RPY006563,LA00967,BOR04473,6,4801.19,On-Time,0
RPY006564,LA00967,BOR04473,7,4801.19,On-Time,0
RPY006565,LA00967,BOR04473,8,4801.19,On-Time,0
RPY006566,LA00967,BOR04473,9,4801.19,On-Time,0
RPY006567,LA06345,BOR01164,1,185033.49,On-Time,0
RPY006568,LA06345,BOR01164,2,185033.49,On-Time,0
RPY006569,LA06345,BOR01164,3,185033.49,On-Time,0
RPY006570,LA06345,BOR01164,4,185033.49,Late,53
RPY006571,LA06345,BOR01164,5,185033.49,On-Time,0
RPY006572,LA06345,BOR01164,6,185033.49,On-Time,0
RPY006573,LA03747,BOR04188,1,3439.36,On-Time,0
RPY006574,LA03747,BOR04188,2,3439.36,On-Time,0
RPY006575,LA03747,BOR04188,3,3439.36,On-Time,0
RPY006576,LA03747,BOR04188,4,3439.36,On-Time,0
RPY006577,LA03747,BOR04188,5,3439.36,On-Time,0
RPY006578,LA03747,BOR04188,6,3439.36,On-Time,0
RPY006579,LA03747,BOR04188,7,3439.36,On-Time,0
RPY006580,LA03747,BOR04188,8,3439.36,On-Time,0
RPY006581,LA03747,BOR04188,9,3439.36,Late,7
RPY006582,LA03747,BOR04188,10,3439.36,On-Time,0
RPY006583,LA03747,BOR04188,11,3439.36,On-Time,0
RPY006584,LA03093,BOR03412,1,3549.93,On-Time,0
RPY006585,LA03093,BOR03412,2,3549.93,On-Time,0
RPY006586,LA03093,BOR03412,3,3549.93,On-Time,0
RPY006587,LA03093,BOR03412,4,3549.93,On-Time,0
RPY006588,LA03093,BOR03412,5,3549.93,On-Time,0
RPY006589,LA03093,BOR03412,6,3549.93,On-Time,0
RPY006590,LA04305,BOR05695,1,11305.87,On-Time,0
RPY006591,LA04305,BOR05695,2,11305.87,On-Time,0
RPY006592,LA04305,BOR05695,3,11305.87,On-Time,0
RPY006593,LA04305,BOR05695,4,11305.87,On-Time,0
RPY006594,LA04305,BOR05695,5,11305.87,Late,37
RPY006595,LA04305,BOR05695,6,11305.87,Late,57
RPY006596,LA04305,BOR05695,7,11305.87,Late,25
RPY006597,LA04305,BOR05695,8,11305.87,On-Time,0
RPY006598,LA04305,BOR05695,9,11305.87,On-Time,0
RPY006599,LA04305,BOR05695,10,11305.87,On-Time,0
RPY006600,LA04305,BOR05695,11,11305.87,Late,14
RPY006601,LA04305,BOR05695,12,11305.87,On-Time,0
RPY006602,LA04484,BOR06997,1,2082.81,On-Time,0
RPY006603,LA04484,BOR06997,2,2082.81,On-Time,0
RPY006604,LA04484,BOR06997,3,2082.81,On-Time,0
RPY006605,LA04484,BOR06997,4,2082.81,On-Time,0
RPY006606,LA00306,BOR06600,1,42851.4,On-Time,0
RPY006607,LA00306,BOR06600,2,42851.4,On-Time,0
RPY006608,LA00306,BOR06600,3,42851.4,On-Time,0
RPY006609,LA00306,BOR06600,4,42851.4,On-Time,0
RPY006610,LA00306,BOR06600,5,42851.4,On-Time,0
RPY006611,LA00306,BOR06600,6,42851.4,On-Time,0
RPY006612,LA00306,BOR06600,7,42851.4,Late,59
RPY006613,LA04945,BOR03077,1,70285.32,On-Time,0
RPY006614,LA04945,BOR03077,2,70285.32,On-Time,0
RPY006615,LA04945,BOR03077,3,70285.32,On-Time,0
RPY006616,LA03221,BOR03211,1,120370.57,On-Time,0
RPY006617,LA03221,BOR03211,2,120370.57,On-Time,0
RPY006618,LA03221,BOR03211,3,120370.57,On-Time,0
RPY006619,LA03221,BOR03211,4,120370.57,On-Time,0
RPY006620,LA03221,BOR03211,5,120370.57,On-Time,0
RPY006621,LA01231,BOR05717,1,16796.7,Late,57
RPY006622,LA01231,BOR05717,2,16796.7,Late,18
RPY006623,LA01231,BOR05717,3,16796.7,Late,44
RPY006624,LA01231,BOR05717,4,16796.7,On-Time,0
RPY006625,LA01231,BOR05717,5,16796.7,On-Time,0
RPY006626,LA01231,BOR05717,6,16796.7,Late,58
RPY006627,LA01231,BOR05717,7,16796.7,On-Time,0
RPY006628,LA01231,BOR05717,8,16796.7,Late,40
RPY006629,LA01231,BOR05717,9,16796.7,On-Time,0
RPY006630,LA01231,BOR05717,10,16796.7,On-Time,0
RPY006631,LA01231,BOR05717,11,16796.7,Late,57
RPY006632,LA01231,BOR05717,12,16796.7,On-Time,0
RPY006633,LA05119,BOR09443,1,13468.23,On-Time,0
RPY006634,LA05119,BOR09443,2,13468.23,On-Time,0
RPY006635,LA05119,BOR09443,3,13468.23,On-Time,0
RPY006636,LA05119,BOR09443,4,13468.23,On-Time,0
RPY006637,LA05119,BOR09443,5,13468.23,On-Time,0
RPY006638,LA05119,BOR09443,6,13468.23,On-Time,0
RPY006639,LA04198,BOR01810,1,6454.7,On-Time,0
RPY006640,LA04198,BOR01810,2,6454.7,On-Time,0
RPY006641,LA04198,BOR01810,3,6454.7,On-Time,0
RPY006642,LA04198,BOR01810,4,6454.7,On-Time,0
RPY006643,LA04198,BOR01810,5,6454.7,On-Time,0
RPY006644,LA04198,BOR01810,6,6454.7,On-Time,0
RPY006645,LA04198,BOR01810,7,6454.7,On-Time,0
RPY006646,LA04198,BOR01810,8,6454.7,On-Time,0
RPY006647,LA04198,BOR01810,9,6454.7,On-Time,0
RPY006648,LA04198,BOR01810,10,6454.7,On-Time,0
RPY006649,LA04198,BOR01810,11,6454.7,On-Time,0
RPY006650,LA07107,BOR08099,1,12798.56,On-Time,0
RPY006651,LA07107,BOR08099,2,12798.56,On-Time,0
RPY006652,LA07107,BOR08099,3,12798.56,On-Time,0
RPY006653,LA02997,BOR06235,1,90613.51,On-Time,0
RPY006654,LA02997,BOR06235,2,90613.51,On-Time,0
RPY006655,LA02997,BOR06235,3,90613.51,On-Time,0
RPY006656,LA02997,BOR06235,4,90613.51,On-Time,0
RPY006657,LA02997,BOR06235,5,90613.51,On-Time,0
RPY006658,LA02997,BOR06235,6,90613.51,On-Time,0
RPY006659,LA02997,BOR06235,7,90613.51,On-Time,0
RPY006660,LA03846,BOR07830,1,2014.36,On-Time,0
RPY006661,LA03846,BOR07830,2,2014.36,On-Time,0
RPY006662,LA03846,BOR07830,3,2014.36,On-Time,0
RPY006663,LA03846,BOR07830,4,2014.36,On-Time,0
RPY006664,LA00500,BOR09544,1,33936.0,On-Time,0
RPY006665,LA00500,BOR09544,2,33936.0,On-Time,0
RPY006666,LA00500,BOR09544,3,33936.0,On-Time,0
RPY006667,LA00500,BOR09544,4,33936.0,On-Time,0
RPY006668,LA00500,BOR09544,5,33936.0,On-Time,0
RPY006669,LA00500,BOR09544,6,33936.0,On-Time,0
RPY006670,LA00500,BOR09544,7,33936.0,Late,49
RPY006671,LA00500,BOR09544,8,33936.0,On-Time,0
RPY006672,LA00500,BOR09544,9,33936.0,Late,46
RPY006673,LA00500,BOR09544,10,33936.0,On-Time,0
RPY006674,LA00500,BOR09544,11,33936.0,On-Time,0
RPY006675,LA01081,BOR02113,1,7278.7,On-Time,0
RPY006676,LA01081,BOR02113,2,7278.7,On-Time,0
RPY006677,LA01081,BOR02113,3,7278.7,On-Time,0
RPY006678,LA01081,BOR02113,4,7278.7,On-Time,0
RPY006679,LA01081,BOR02113,5,7278.7,On-Time,0
RPY006680,LA01081,BOR02113,6,7278.7,On-Time,0
RPY006681,LA01081,BOR02113,7,7278.7,On-Time,0
RPY006682,LA01081,BOR02113,8,7278.7,On-Time,0
RPY006683,LA01081,BOR02113,9,7278.7,On-Time,0
RPY006684,LA03603,BOR02905,1,4391.24,On-Time,0
RPY006685,LA03603,BOR02905,2,4391.24,On-Time,0
RPY006686,LA03603,BOR02905,3,4391.24,On-Time,0
RPY006687,LA03603,BOR02905,4,4391.24,On-Time,0
RPY006688,LA03603,BOR02905,5,4391.24,On-Time,0
RPY006689,LA03603,BOR02905,6,4391.24,Late,39
RPY006690,LA03603,BOR02905,7,4391.24,On-Time,0
RPY006691,LA03603,BOR02905,8,4391.24,On-Time,0
RPY006692,LA03603,BOR02905,9,4391.24,On-Time,0
RPY006693,LA03603,BOR02905,10,4391.24,On-Time,0
RPY006694,LA03603,BOR02905,11,4391.24,On-Time,0
RPY006695,LA03603,BOR02905,12,4391.24,On-Time,0
RPY006696,LA02345,BOR00694,1,1752.58,On-Time,0
RPY006697,LA02345,BOR00694,2,1752.58,On-Time,0
RPY006698,LA02345,BOR00694,3,1752.58,On-Time,0
RPY006699,LA02345,BOR00694,4,1752.58,On-Time,0
RPY006700,LA02345,BOR00694,5,1752.58,On-Time,0
RPY006701,LA02345,BOR00694,6,1752.58,On-Time,0
RPY006702,LA02345,BOR00694,7,1752.58,On-Time,0
RPY006703,LA04740,BOR04636,1,598.55,On-Time,0
RPY006704,LA04740,BOR04636,2,598.55,On-Time,0
RPY006705,LA04740,BOR04636,3,598.55,On-Time,0
RPY006706,LA04740,BOR04636,4,598.55,On-Time,0
RPY006707,LA04740,BOR04636,5,598.55,On-Time,0
RPY006708,LA04740,BOR04636,6,598.55,On-Time,0
RPY006709,LA04740,BOR04636,7,598.55,Late,36
RPY006710,LA04740,BOR04636,8,598.55,On-Time,0
RPY006711,LA04740,BOR04636,9,598.55,On-Time,0
RPY006712,LA06276,BOR00753,1,7652.79,On-Time,0
RPY006713,LA06276,BOR00753,2,7652.79,On-Time,0
RPY006714,LA06276,BOR00753,3,7652.79,On-Time,0
RPY006715,LA06276,BOR00753,4,7652.79,On-Time,0
RPY006716,LA06276,BOR00753,5,7652.79,On-Time,0
RPY006717,LA06276,BOR00753,6,7652.79,On-Time,0
RPY006718,LA06276,BOR00753,7,7652.79,On-Time,0
RPY006719,LA06276,BOR00753,8,7652.79,On-Time,0
RPY006720,LA06276,BOR00753,9,7652.79,On-Time,0
RPY006721,LA06276,BOR00753,10,7652.79,On-Time,0
RPY006722,LA06276,BOR00753,11,7652.79,On-Time,0
RPY006723,LA02383,BOR04115,1,41558.11,On-Time,0
RPY006724,LA02383,BOR04115,2,41558.11,Late,20
RPY006725,LA02383,BOR04115,3,41558.11,On-Time,0
RPY006726,LA03551,BOR07231,1,1584.03,On-Time,0
RPY006727,LA03551,BOR07231,2,1584.03,On-Time,0
RPY006728,LA03551,BOR07231,3,1584.03,On-Time,0
RPY006729,LA03551,BOR07231,4,1584.03,On-Time,0
RPY006730,LA03551,BOR07231,5,1584.03,On-Time,0
RPY006731,LA03551,BOR07231,6,1584.03,On-Time,0
RPY006732,LA03551,BOR07231,7,1584.03,On-Time,0
RPY006733,LA03551,BOR07231,8,1584.03,Late,57
RPY006734,LA03551,BOR07231,9,1584.03,On-Time,0
RPY006735,LA03551,BOR07231,10,1584.03,On-Time,0
RPY006736,LA03920,BOR04452,1,11373.01,On-Time,0
RPY006737,LA03920,BOR04452,2,11373.01,On-Time,0
RPY006738,LA03920,BOR04452,3,11373.01,On-Time,0
RPY006739,LA03920,BOR04452,4,11373.01,On-Time,0
RPY006740,LA03920,BOR04452,5,11373.01,On-Time,0
RPY006741,LA03920,BOR04452,6,11373.01,On-Time,0
RPY006742,LA03920,BOR04452,7,11373.01,On-Time,0
RPY006743,LA03920,BOR04452,8,11373.01,Late,17
RPY006744,LA03920,BOR04452,9,11373.01,On-Time,0
RPY006745,LA03920,BOR04452,10,11373.01,On-Time,0
RPY006746,LA05443,BOR03295,1,15417.79,On-Time,0
RPY006747,LA05443,BOR03295,2,15417.79,On-Time,0
RPY006748,LA05443,BOR03295,3,15417.79,On-Time,0
RPY006749,LA05443,BOR03295,4,15417.79,Late,21
RPY006750,LA05443,BOR03295,5,15417.79,On-Time,0
RPY006751,LA05443,BOR03295,6,15417.79,On-Time,0
RPY006752,LA05443,BOR03295,7,15417.79,On-Time,0
RPY006753,LA05443,BOR03295,8,15417.79,On-Time,0
RPY006754,LA05443,BOR03295,9,15417.79,Late,8
RPY006755,LA02602,BOR04140,1,17595.47,On-Time,0
RPY006756,LA02602,BOR04140,2,17595.47,On-Time,0
RPY006757,LA02602,BOR04140,3,17595.47,On-Time,0
RPY006758,LA02602,BOR04140,4,17595.47,On-Time,0
RPY006759,LA02602,BOR04140,5,17595.47,On-Time,0
RPY006760,LA02602,BOR04140,6,17595.47,On-Time,0
RPY006761,LA02602,BOR04140,7,17595.47,Late,38
RPY006762,LA02602,BOR04140,8,17595.47,On-Time,0
RPY006763,LA02602,BOR04140,9,17595.47,Late,37
RPY006764,LA02905,BOR09660,1,38644.42,On-Time,0
RPY006765,LA02905,BOR09660,2,38644.42,On-Time,0
RPY006766,LA02905,BOR09660,3,38644.42,On-Time,0
RPY006767,LA02905,BOR09660,4,38644.42,On-Time,0
RPY006768,LA02905,BOR09660,5,38644.42,On-Time,0
RPY006769,LA02905,BOR09660,6,38644.42,On-Time,0
RPY006770,LA02905,BOR09660,7,38644.42,On-Time,0
RPY006771,LA02905,BOR09660,8,38644.42,On-Time,0
RPY006772,LA02500,BOR07861,1,45536.0,On-Time,0
RPY006773,LA02500,BOR07861,2,45536.0,On-Time,0
RPY006774,LA02500,BOR07861,3,45536.0,On-Time,0
RPY006775,LA02500,BOR07861,4,45536.0,On-Time,0
RPY006776,LA02500,BOR07861,5,45536.0,On-Time,0
RPY006777,LA02500,BOR07861,6,45536.0,On-Time,0
RPY006778,LA02500,BOR07861,7,45536.0,On-Time,0
RPY006779,LA02500,BOR07861,8,45536.0,On-Time,0
RPY006780,LA02500,BOR07861,9,45536.0,On-Time,0
RPY006781,LA02500,BOR07861,10,45536.0,On-Time,0
RPY006782,LA02500,BOR07861,11,45536.0,On-Time,0
RPY006783,LA02500,BOR07861,12,45536.0,On-Time,0
RPY006784,LA05851,BOR02932,1,34555.37,On-Time,0
RPY006785,LA05851,BOR02932,2,34555.37,On-Time,0
RPY006786,LA05851,BOR02932,3,34555.37,On-Time,0
RPY006787,LA05851,BOR02932,4,34555.37,On-Time,0
RPY006788,LA05851,BOR02932,5,34555.37,On-Time,0
RPY006789,LA05851,BOR02932,6,34555.37,On-Time,0
RPY006790,LA05521,BOR03250,1,6381.05,On-Time,0
RPY006791,LA05521,BOR03250,2,6381.05,On-Time,0
RPY006792,LA05521,BOR03250,3,6381.05,On-Time,0
RPY006793,LA05521,BOR03250,4,6381.05,On-Time,0
RPY006794,LA05521,BOR03250,5,6381.05,On-Time,0
RPY006795,LA05521,BOR03250,6,6381.05,On-Time,0
RPY006796,LA05521,BOR03250,7,6381.05,On-Time,0
RPY006797,LA05521,BOR03250,8,6381.05,On-Time,0
RPY006798,LA05951,BOR07490,1,23693.45,On-Time,0
RPY006799,LA05951,BOR07490,2,23693.45,On-Time,0
RPY006800,LA05951,BOR07490,3,23693.45,On-Time,0
RPY006801,LA05951,BOR07490,4,23693.45,On-Time,0
RPY006802,LA05951,BOR07490,5,23693.45,On-Time,0
RPY006803,LA05951,BOR07490,6,23693.45,On-Time,0
RPY006804,LA05951,BOR07490,7,23693.45,On-Time,0
RPY006805,LA05951,BOR07490,8,23693.45,On-Time,0
RPY006806,LA05221,BOR04327,1,1385.07,On-Time,0
RPY006807,LA05221,BOR04327,2,1385.07,On-Time,0
RPY006808,LA05221,BOR04327,3,1385.07,On-Time,0
RPY006809,LA05221,BOR04327,4,1385.07,On-Time,0
RPY006810,LA05557,BOR05006,1,300.49,On-Time,0
RPY006811,LA05557,BOR05006,2,300.49,On-Time,0
RPY006812,LA05557,BOR05006,3,300.49,On-Time,0
RPY006813,LA05557,BOR05006,4,300.49,On-Time,0
RPY006814,LA05557,BOR05006,5,300.49,Late,30
RPY006815,LA05557,BOR05006,6,300.49,On-Time,0
RPY006816,LA05557,BOR05006,7,300.49,On-Time,0
RPY006817,LA05557,BOR05006,8,300.49,On-Time,0
RPY006818,LA05557,BOR05006,9,300.49,On-Time,0
RPY006819,LA01979,BOR05295,1,69182.99,On-Time,0
RPY006820,LA01979,BOR05295,2,69182.99,On-Time,0
RPY006821,LA01979,BOR05295,3,69182.99,On-Time,0
RPY006822,LA01979,BOR05295,4,69182.99,On-Time,0
RPY006823,LA01979,BOR05295,5,69182.99,On-Time,0
RPY006824,LA01979,BOR05295,6,69182.99,On-Time,0
RPY006825,LA01979,BOR05295,7,69182.99,On-Time,0
RPY006826,LA00810,BOR07646,1,17982.75,On-Time,0
RPY006827,LA00810,BOR07646,2,17982.75,Late,29
RPY006828,LA00810,BOR07646,3,17982.75,Late,45
RPY006829,LA00810,BOR07646,4,17982.75,On-Time,0
RPY006830,LA00810,BOR07646,5,17982.75,Late,39
RPY006831,LA00810,BOR07646,6,17982.75,Late,45
RPY006832,LA00810,BOR07646,7,17982.75,Late,37
RPY006833,LA00810,BOR07646,8,17982.75,On-Time,0
RPY006834,LA00810,BOR07646,9,17982.75,On-Time,0
RPY006835,LA00810,BOR07646,10,17982.75,Late,40
RPY006836,LA04967,BOR06580,1,1141.63,On-Time,0
RPY006837,LA04967,BOR06580,2,1141.63,On-Time,0
RPY006838,LA04967,BOR06580,3,1141.63,On-Time,0
RPY006839,LA04967,BOR06580,4,1141.63,On-Time,0
RPY006840,LA04967,BOR06580,5,1141.63,On-Time,0
RPY006841,LA04967,BOR06580,6,1141.63,On-Time,0
RPY006842,LA04967,BOR06580,7,1141.63,On-Time,0
RPY006843,LA04967,BOR06580,8,1141.63,On-Time,0
RPY006844,LA04488,BOR04178,1,29649.86,On-Time,0
RPY006845,LA04488,BOR04178,2,29649.86,On-Time,0
RPY006846,LA04488,BOR04178,3,29649.86,On-Time,0
RPY006847,LA04488,BOR04178,4,29649.86,On-Time,0
RPY006848,LA04488,BOR04178,5,29649.86,On-Time,0
RPY006849,LA04488,BOR04178,6,29649.86,On-Time,0
RPY006850,LA04488,BOR04178,7,29649.86,On-Time,0
RPY006851,LA02417,BOR00418,1,6224.96,On-Time,0
RPY006852,LA02417,BOR00418,2,6224.96,On-Time,0
RPY006853,LA02417,BOR00418,3,6224.96,On-Time,0
RPY006854,LA02417,BOR00418,4,6224.96,On-Time,0
RPY006855,LA02417,BOR00418,5,6224.96,Late,39
RPY006856,LA02417,BOR00418,6,6224.96,On-Time,0
RPY006857,LA02417,BOR00418,7,6224.96,On-Time,0
RPY006858,LA02417,BOR00418,8,6224.96,Late,59
RPY006859,LA02417,BOR00418,9,6224.96,On-Time,0
RPY006860,LA00121,BOR09126,1,5772.19,On-Time,0
RPY006861,LA00121,BOR09126,2,5772.19,On-Time,0
RPY006862,LA00121,BOR09126,3,5772.19,On-Time,0
RPY006863,LA00121,BOR09126,4,5772.19,Late,48
RPY006864,LA00121,BOR09126,5,5772.19,On-Time,0
RPY006865,LA00121,BOR09126,6,5772.19,On-Time,0
RPY006866,LA00121,BOR09126,7,5772.19,On-Time,0
RPY006867,LA00121,BOR09126,8,5772.19,On-Time,0
RPY006868,LA00121,BOR09126,9,5772.19,On-Time,0
RPY006869,LA00121,BOR09126,10,5772.19,Late,24
RPY006870,LA00121,BOR09126,11,5772.19,On-Time,0
RPY006871,LA00121,BOR09126,12,5772.19,On-Time,0
RPY006872,LA06884,BOR07635,1,36582.76,On-Time,0
RPY006873,LA06884,BOR07635,2,36582.76,On-Time,0
RPY006874,LA06884,BOR07635,3,36582.76,Late,27
RPY006875,LA04457,BOR07968,1,22805.6,On-Time,0
RPY006876,LA04457,BOR07968,2,22805.6,On-Time,0
RPY006877,LA04457,BOR07968,3,22805.6,On-Time,0
RPY006878,LA04457,BOR07968,4,22805.6,On-Time,0
RPY006879,LA04457,BOR07968,5,22805.6,On-Time,0
RPY006880,LA04457,BOR07968,6,22805.6,On-Time,0
RPY006881,LA04457,BOR07968,7,22805.6,On-Time,0
RPY006882,LA03863,BOR06182,1,80788.88,On-Time,0
RPY006883,LA03863,BOR06182,2,80788.88,On-Time,0
RPY006884,LA03863,BOR06182,3,80788.88,On-Time,0
RPY006885,LA03863,BOR06182,4,80788.88,On-Time,0
RPY006886,LA03863,BOR06182,5,80788.88,On-Time,0
RPY006887,LA03863,BOR06182,6,80788.88,On-Time,0
RPY006888,LA03863,BOR06182,7,80788.88,On-Time,0
RPY006889,LA03863,BOR06182,8,80788.88,On-Time,0
RPY006890,LA03863,BOR06182,9,80788.88,On-Time,0
RPY006891,LA03863,BOR06182,10,80788.88,On-Time,0
RPY006892,LA05432,BOR05063,1,169708.27,On-Time,0
RPY006893,LA05432,BOR05063,2,169708.27,On-Time,0
RPY006894,LA05432,BOR05063,3,169708.27,On-Time,0
RPY006895,LA05432,BOR05063,4,169708.27,On-Time,0
RPY006896,LA05432,BOR05063,5,169708.27,On-Time,0
RPY006897,LA05432,BOR05063,6,169708.27,On-Time,0
RPY006898,LA05432,BOR05063,7,169708.27,On-Time,0
RPY006899,LA05432,BOR05063,8,169708.27,On-Time,0
RPY006900,LA05432,BOR05063,9,169708.27,On-Time,0
RPY006901,LA05432,BOR05063,10,169708.27,On-Time,0
RPY006902,LA05432,BOR05063,11,169708.27,On-Time,0
RPY006903,LA05432,BOR05063,12,169708.27,On-Time,0
RPY006904,LA06699,BOR04036,1,4391.2,On-Time,0
RPY006905,LA06699,BOR04036,2,4391.2,On-Time,0
RPY006906,LA06699,BOR04036,3,4391.2,On-Time,0
RPY006907,LA06699,BOR04036,4,4391.2,On-Time,0
RPY006908,LA06699,BOR04036,5,4391.2,On-Time,0
RPY006909,LA06699,BOR04036,6,4391.2,On-Time,0
RPY006910,LA06699,BOR04036,7,4391.2,On-Time,0
RPY006911,LA03178,BOR03223,1,4560.24,On-Time,0
RPY006912,LA03178,BOR03223,2,4560.24,Late,54
RPY006913,LA03178,BOR03223,3,4560.24,On-Time,0
RPY006914,LA03178,BOR03223,4,4560.24,Late,59
RPY006915,LA03178,BOR03223,5,4560.24,On-Time,0
RPY006916,LA03178,BOR03223,6,4560.24,On-Time,0
RPY006917,LA03178,BOR03223,7,4560.24,On-Time,0
RPY006918,LA03178,BOR03223,8,4560.24,On-Time,0
RPY006919,LA03178,BOR03223,9,4560.24,On-Time,0
