borrower_id,age,monthly_income,employment_type,credit_score,dti_ratio,loan_amount,loan_purpose,city,previous_default,risk_score,risk_tier,is_default
BOR05542,36,64213.93,Business Owner,641,0.07,692456.12,Personal,Delhi,0,12,LOW,0
BOR05543,41,95003.64,Government Employee,677,0.7,1261501.59,Medical,Bengaluru,0,34,MEDIUM,0
BOR05544,46,54743.88,Salaried,676,0.71,1789888.74,Medical,Ahmedabad,0,39,MEDIUM,1
BOR05545,57,15000.0,Business Owner,824,0.17,1267538.7,Business,Mumbai,0,10,LOW,0
BOR05546,43,62661.47,Self-Employed,709,0.64,1168527.31,Medical,Jaipur,0,22,MEDIUM,0
BOR05547,52,47529.79,Business Owner,694,0.51,1600183.98,Education,Ahmedabad,1,59,HIGH,0
BOR05548,60,36364.94,Government Employee,735,0.26,1983511.27,Home,Surat,0,8,LOW,0
BOR05549,22,25500.44,Self-Employed,696,0.52,1340199.85,Business,Pune,1,77,HIGH,1
BOR05550,65,64911.93,Government Employee,662,0.14,1541989.99,Medical,Pune,1,50,HIGH,1
BOR05551,34,59008.33,Salaried,590,0.51,1985461.05,Medical,Mumbai,0,52,HIGH,0
BOR05552,57,30245.01,Salaried,701,0.08,1356978.0,Business,Mumbai,0,0,LOW,0
BOR05553,52,68821.73,Salaried,511,0.58,1509674.27,Medical,Ahmedabad,0,60,HIGH,0
BOR05554,50,63640.82,Salaried,631,0.38,815032.71,Personal,Mumbai,0,22,MEDIUM,0
BOR05555,54,44515.69,Business Owner,559,0.45,829516.06,Home,Pune,0,40,MEDIUM,0
BOR05556,64,32022.41,Salaried,766,0.51,624370.13,Education,Mumbai,0,22,MEDIUM,0
BOR05557,25,49832.95,Self-Employed,645,0.13,344698.79,Medical,Jaipur,1,37,MEDIUM,1
BOR05558,44,46247.18,Government Employee,724,0.35,1979185.9,Personal,Pune,0,0,LOW,0
BOR05559,39,61098.78,Salaried,673,0.44,114979.53,Home,Delhi,0,22,MEDIUM,0
BOR05560,31,84666.86,Government Employee,767,0.48,560062.09,Vehicle,Jaipur,0,18,LOW,0
BOR05561,39,60275.8,Government Employee,684,0.27,1073333.76,Vehicle,Surat,1,37,MEDIUM,0
BOR05562,27,68095.1,Self-Employed,708,0.21,735801.34,Business,Mumbai,0,8,LOW,0
BOR05563,26,83316.35,Government Employee,760,0.59,1202529.94,Personal,Jaipur,0,30,MEDIUM,0
BOR05564,61,29462.49,Self-Employed,582,0.15,842710.8,Home,Surat,0,48,HIGH,1
BOR05565,41,34522.8,Business Owner,767,0.72,875241.12,Medical,Bengaluru,0,22,MEDIUM,0
BOR05566,60,22288.93,Business Owner,715,0.14,956934.59,Vehicle,Bengaluru,1,35,MEDIUM,0
BOR05567,55,58763.23,Government Employee,784,0.46,254137.3,Education,Bengaluru,0,10,LOW,0
BOR05568,48,53646.38,Salaried,559,0.31,1886459.03,Personal,Pune,0,30,MEDIUM,0
BOR05569,25,30343.04,Business Owner,573,0.1,1264321.94,Medical,Jaipur,0,30,MEDIUM,1
BOR05570,53,37459.96,Business Owner,663,0.28,1841727.57,Education,Mumbai,0,12,LOW,0
BOR05571,29,27372.09,Government Employee,812,0.28,1415112.16,Vehicle,Ahmedabad,0,18,LOW,0
BOR05572,64,25269.65,Self-Employed,801,0.38,229909.88,Personal,Pune,1,53,HIGH,0
BOR05573,62,88661.54,Self-Employed,760,0.41,1433330.59,Business,Delhi,0,18,LOW,1
BOR05574,47,34652.21,Government Employee,710,0.51,1269181.05,Business,Bengaluru,0,22,MEDIUM,0
BOR05575,46,25882.3,Business Owner,761,0.66,932291.28,Vehicle,Bengaluru,1,65,HIGH,0
BOR05576,47,47240.54,Self-Employed,643,0.37,1477444.63,Personal,Delhi,0,22,MEDIUM,0
BOR05577,37,26585.67,Salaried,457,0.2,345851.27,Home,Mumbai,0,48,HIGH,1
BOR05578,50,29165.14,Government Employee,780,0.18,1371688.98,Business,Surat,0,10,LOW,0
BOR05579,53,40078.02,Salaried,664,0.56,1402462.34,Education,Jaipur,1,59,HIGH,0
BOR05580,34,68034.97,Salaried,842,0.43,910332.66,Education,Delhi,0,10,LOW,1
BOR05581,62,95082.7,Self-Employed,592,0.63,1289591.95,Education,Mumbai,1,85,HIGH,1
BOR05582,51,18559.09,Salaried,892,0.45,414233.52,Business,Mumbai,0,28,MEDIUM,0
BOR05583,61,152435.34,Self-Employed,696,0.3,913279.22,Business,Delhi,0,20,LOW,0
BOR05584,47,25971.52,Government Employee,766,0.53,1031793.24,Vehicle,Pune,0,32,MEDIUM,0
BOR05585,46,46444.26,Business Owner,669,0.67,1349541.54,Medical,Surat,1,59,HIGH,0
BOR05586,31,76667.21,Self-Employed,710,0.4,67177.68,Personal,Ahmedabad,0,18,LOW,0
BOR05587,58,27094.68,Business Owner,650,0.2,1670015.48,Home,Bengaluru,0,30,MEDIUM,0
BOR05588,35,68225.69,Government Employee,725,0.62,1500446.92,Home,Mumbai,1,47,HIGH,0
BOR05589,26,55882.6,Self-Employed,764,0.52,1995530.93,Medical,Bengaluru,0,30,MEDIUM,0
BOR05590,62,40910.48,Business Owner,696,0.53,1845855.96,Medical,Delhi,1,67,HIGH,1
BOR05591,32,15000.0,Salaried,639,0.12,229691.09,Medical,Ahmedabad,0,22,MEDIUM,1
BOR05592,40,71822.38,Self-Employed,644,0.28,1121247.33,Education,Surat,0,12,LOW,0
BOR05593,54,38827.59,Salaried,586,0.41,968145.48,Personal,Bengaluru,0,40,MEDIUM,0
BOR05594,47,80957.77,Self-Employed,729,0.57,1676119.51,Education,Ahmedabad,0,22,MEDIUM,0
BOR05595,41,74065.66,Business Owner,524,0.12,1065142.41,Education,Mumbai,1,63,HIGH,0
BOR05596,30,45241.72,Self-Employed,654,0.12,1506708.59,Personal,Surat,0,12,LOW,0
BOR05597,49,42604.46,Business Owner,624,0.36,1335082.34,Personal,Bengaluru,0,27,MEDIUM,1
BOR05598,54,41231.09,Business Owner,756,0.18,1825839.25,Business,Ahmedabad,0,8,LOW,0
BOR05599,24,18836.93,Business Owner,839,0.59,749400.72,Vehicle,Mumbai,0,40,MEDIUM,0
BOR05600,28,62437.45,Salaried,676,0.49,1079304.12,Home,Ahmedabad,0,30,MEDIUM,0
BOR05601,41,77143.07,Self-Employed,549,0.66,1203955.27,Medical,Delhi,1,77,HIGH,0
BOR05602,30,35159.48,Self-Employed,669,0.4,1037532.41,Personal,Ahmedabad,0,30,MEDIUM,1
BOR05603,61,97030.46,Salaried,675,0.72,1394892.05,Personal,Jaipur,0,34,MEDIUM,0
BOR05604,36,61391.54,Self-Employed,626,0.73,1116875.89,Business,Pune,0,34,MEDIUM,0
BOR05605,31,62531.21,Government Employee,830,0.51,1010268.53,Business,Bengaluru,0,30,MEDIUM,0
BOR05606,45,80641.07,Self-Employed,672,0.09,121847.52,Personal,Surat,0,20,LOW,0
BOR05607,51,68716.55,Salaried,731,0.69,191661.2,Home,Bengaluru,1,47,HIGH,1
BOR05608,58,63151.62,Self-Employed,780,0.07,1550950.07,Vehicle,Pune,1,25,MEDIUM,1
BOR05609,25,85155.89,Self-Employed,668,0.39,344213.95,Home,Bengaluru,0,30,MEDIUM,0
BOR05610,25,67571.36,Government Employee,645,0.74,915044.88,Personal,Jaipur,0,34,MEDIUM,0
BOR05611,60,30898.53,Salaried,655,0.52,1881526.54,Vehicle,Mumbai,0,39,MEDIUM,0
BOR05612,45,47186.4,Salaried,530,0.3,887371.34,Personal,Bengaluru,1,55,HIGH,0
BOR05613,32,75370.13,Government Employee,430,0.56,360424.81,Vehicle,Mumbai,0,52,HIGH,0
BOR05614,49,190500.19,Business Owner,815,0.59,925645.25,Personal,Pune,0,22,MEDIUM,0
BOR05615,57,43023.24,Self-Employed,680,0.69,1975551.27,Education,Delhi,0,34,MEDIUM,0
BOR05616,31,57038.74,Government Employee,626,0.51,1930633.77,Vehicle,Pune,1,59,HIGH,0
BOR05617,34,53976.8,Self-Employed,667,0.47,1957639.68,Medical,Jaipur,1,47,HIGH,0
BOR05618,28,46763.75,Government Employee,696,0.08,1080168.35,Home,Surat,0,12,LOW,0
BOR05619,30,25418.59,Salaried,683,0.61,1775226.27,Education,Delhi,0,52,HIGH,1
BOR05620,61,53195.22,Government Employee,691,0.58,580672.68,Personal,Surat,1,59,HIGH,0
BOR05621,29,44006.15,Salaried,782,0.75,1782882.06,Business,Mumbai,1,47,HIGH,0
BOR05622,32,41075.77,Business Owner,700,0.06,850354.77,Medical,Ahmedabad,0,8,LOW,0
BOR05623,42,93774.55,Government Employee,672,0.28,209055.36,Home,Ahmedabad,1,37,MEDIUM,0
BOR05624,64,54569.57,Salaried,671,0.64,1326007.03,Education,Bengaluru,0,42,MEDIUM,1
BOR05625,48,91006.38,Salaried,656,0.43,1599509.27,Medical,Mumbai,1,55,HIGH,0
BOR05626,52,93123.08,Self-Employed,670,0.47,1190856.52,Home,Bengaluru,0,30,MEDIUM,0
BOR05627,25,31897.09,Salaried,741,0.35,1356165.57,Medical,Pune,0,0,LOW,0
BOR05628,32,42094.24,Salaried,735,0.06,694401.11,Medical,Pune,0,0,LOW,0
BOR05629,24,15000.0,Self-Employed,680,0.71,1337534.41,Education,Bengaluru,1,69,HIGH,0
BOR05630,54,38956.36,Salaried,584,0.15,1864298.19,Business,Delhi,0,30,MEDIUM,0
BOR05631,37,37174.54,Self-Employed,628,0.52,1307662.34,Home,Mumbai,0,34,MEDIUM,0
BOR05632,22,47858.65,Self-Employed,556,0.68,515824.49,Vehicle,Ahmedabad,0,52,HIGH,0
BOR05633,37,57419.36,Business Owner,802,0.12,73316.41,Medical,Bengaluru,0,0,LOW,0
BOR05634,56,56413.53,Government Employee,752,0.19,986954.11,Education,Bengaluru,0,8,LOW,0
BOR05635,50,84734.76,Business Owner,791,0.41,126819.25,Home,Mumbai,0,18,LOW,0
BOR05636,34,124875.1,Government Employee,635,0.35,1425747.36,Education,Mumbai,0,20,LOW,1
BOR05637,28,34226.59,Government Employee,750,0.53,1134932.82,Education,Surat,0,30,MEDIUM,0
BOR05638,36,69851.94,Salaried,749,0.6,1341129.1,Vehicle,Surat,0,22,MEDIUM,0
BOR05639,46,126076.13,Self-Employed,681,0.14,1291417.67,Personal,Bengaluru,1,42,MEDIUM,0
BOR05640,42,60662.34,Salaried,591,0.47,1568912.76,Business,Ahmedabad,1,65,HIGH,0
BOR05641,47,142580.29,Government Employee,649,0.47,585522.45,Medical,Bengaluru,0,30,MEDIUM,1
BOR05642,23,42019.62,Self-Employed,648,0.26,332882.01,Business,Ahmedabad,0,20,LOW,0
BOR05643,34,35509.38,Self-Employed,614,0.67,1762754.77,Vehicle,Delhi,0,34,MEDIUM,0
BOR05644,45,37727.62,Salaried,557,0.53,1516511.52,Business,Jaipur,0,52,HIGH,1
BOR05645,22,33101.74,Government Employee,855,0.28,147921.21,Medical,Mumbai,0,0,LOW,0
BOR05646,31,70815.1,Self-Employed,763,0.26,521486.87,Personal,Ahmedabad,0,0,LOW,0
BOR05647,29,88309.63,Government Employee,845,0.32,77925.08,Medical,Delhi,0,0,LOW,0
BOR05648,45,20217.19,Government Employee,569,0.24,1119233.8,Vehicle,Surat,0,48,HIGH,0
BOR05649,40,32798.5,Salaried,637,0.12,186364.36,Education,Pune,1,37,MEDIUM,0
BOR05650,60,42180.58,Business Owner,639,0.41,1455181.77,Personal,Jaipur,0,22,MEDIUM,1
BOR05651,55,54701.94,Business Owner,683,0.59,1028344.99,Vehicle,Mumbai,0,34,MEDIUM,0
BOR05652,62,34152.21,Salaried,484,0.55,1869975.1,Medical,Pune,0,52,HIGH,0
BOR05653,51,29838.82,Salaried,630,0.06,1866089.48,Business,Bengaluru,1,47,HIGH,0
BOR05654,56,43323.92,Business Owner,578,0.06,1351579.89,Education,Surat,0,30,MEDIUM,0
BOR05655,56,38353.34,Salaried,578,0.65,1274260.06,Vehicle,Bengaluru,0,52,HIGH,0
BOR05656,42,46031.92,Business Owner,583,0.14,761614.65,Personal,Bengaluru,0,30,MEDIUM,0
BOR05657,29,32065.88,Government Employee,562,0.38,628248.41,Business,Pune,0,48,HIGH,0
BOR05658,49,45399.19,Self-Employed,602,0.25,832822.69,Personal,Bengaluru,0,12,LOW,0
BOR05659,52,77141.15,Business Owner,716,0.32,1493796.74,Medical,Surat,0,8,LOW,1
BOR05660,49,47338.26,Salaried,608,0.09,886451.97,Education,Mumbai,1,37,MEDIUM,0
BOR05661,60,59293.81,Salaried,742,0.42,1094242.34,Home,Delhi,0,18,LOW,0
BOR05662,65,52645.93,Salaried,824,0.47,1990839.46,Vehicle,Jaipur,0,10,LOW,0
BOR05663,32,61686.39,Salaried,762,0.63,1496585.89,Business,Pune,0,22,MEDIUM,0
BOR05664,30,52406.33,Self-Employed,740,0.34,680070.11,Medical,Delhi,1,33,MEDIUM,0
BOR05665,49,32912.55,Government Employee,638,0.67,1200006.96,Personal,Pune,0,34,MEDIUM,0
BOR05666,54,58377.26,Salaried,710,0.38,1859523.05,Vehicle,Delhi,0,10,LOW,0
BOR05667,49,63183.97,Self-Employed,779,0.34,1506052.4,Home,Mumbai,0,8,LOW,0
BOR05668,46,24040.96,Self-Employed,592,0.71,1897592.61,Business,Surat,1,87,HIGH,0
BOR05669,41,54983.38,Government Employee,614,0.25,223747.62,Vehicle,Bengaluru,0,12,LOW,0
BOR05670,64,265371.0,Salaried,726,0.15,209539.05,Education,Bengaluru,0,0,LOW,0
BOR05671,40,47137.99,Self-Employed,633,0.71,168796.88,Business,Mumbai,0,34,MEDIUM,1
BOR05672,33,38558.0,Business Owner,682,0.55,1204788.41,Business,Delhi,0,34,MEDIUM,0
BOR05673,43,51843.82,Self-Employed,638,0.5,867651.56,Personal,Delhi,0,22,MEDIUM,0
BOR05674,30,42762.8,Self-Employed,800,0.21,258306.0,Medical,Mumbai,0,8,LOW,0
BOR05675,50,97953.92,Government Employee,702,0.09,1919002.9,Home,Delhi,1,25,MEDIUM,0
BOR05676,60,25068.57,Salaried,728,0.17,1517849.64,Home,Bengaluru,0,10,LOW,0
BOR05677,23,106632.24,Business Owner,803,0.58,735137.37,Home,Jaipur,0,22,MEDIUM,0
BOR05678,47,70771.59,Self-Employed,808,0.34,1405474.39,Home,Pune,0,8,LOW,0
BOR05679,45,50346.89,Business Owner,736,0.05,1530782.53,Personal,Mumbai,0,0,LOW,0
BOR05680,61,34878.02,Government Employee,706,0.42,381934.93,Medical,Jaipur,0,18,LOW,0
BOR05681,47,95298.29,Self-Employed,626,0.22,422681.25,Home,Bengaluru,0,12,LOW,0
BOR05682,48,31865.47,Business Owner,688,0.68,986223.83,Business,Jaipur,1,64,HIGH,0
BOR05683,26,43768.47,Salaried,738,0.46,1476226.18,Vehicle,Ahmedabad,0,10,LOW,0
BOR05684,31,39080.16,Government Employee,834,0.25,152087.8,Personal,Mumbai,0,8,LOW,0
BOR05685,48,25723.54,Salaried,792,0.32,797257.61,Medical,Delhi,0,10,LOW,0
BOR05686,52,33442.25,Business Owner,518,0.12,1031981.72,Medical,Delhi,0,38,MEDIUM,0
BOR05687,54,55212.11,Self-Employed,657,0.59,1315158.83,Medical,Mumbai,0,42,MEDIUM,1
BOR05688,55,28146.98,Salaried,528,0.44,1015839.82,Business,Pune,0,50,HIGH,1
BOR05689,34,48816.3,Salaried,767,0.07,1889196.58,Medical,Delhi,0,5,LOW,0
BOR05690,53,65675.21,Government Employee,685,0.75,1212463.46,Personal,Mumbai,0,42,MEDIUM,0
BOR05691,24,62281.75,Salaried,677,0.47,593749.28,Medical,Pune,0,22,MEDIUM,0
BOR05692,53,23983.9,Business Owner,552,0.52,426211.43,Business,Pune,0,75,HIGH,0
BOR05693,21,44285.64,Government Employee,665,0.69,1797272.35,Business,Pune,0,34,MEDIUM,0
BOR05694,44,75018.6,Self-Employed,748,0.38,685426.98,Personal,Pune,0,10,LOW,1
BOR05695,25,66341.21,Government Employee,654,0.66,847940.61,Personal,Surat,0,34,MEDIUM,0
BOR05696,53,24579.64,Government Employee,717,0.62,1714545.14,Business,Pune,0,32,MEDIUM,0
BOR05697,46,63741.09,Government Employee,465,0.44,1253628.91,Personal,Surat,1,65,HIGH,0
BOR05698,36,32300.27,Government Employee,617,0.69,891496.0,Home,Mumbai,0,34,MEDIUM,0
BOR05699,37,52009.16,Self-Employed,607,0.3,739406.03,Vehicle,Jaipur,1,37,MEDIUM,0
BOR05700,63,48094.96,Self-Employed,661,0.6,675585.17,Business,Surat,0,42,MEDIUM,0
BOR05701,49,45271.15,Business Owner,615,0.57,810472.73,Home,Jaipur,1,67,HIGH,0
BOR05702,28,35614.48,Government Employee,582,0.23,1307152.27,Education,Jaipur,0,30,MEDIUM,0
BOR05703,48,59280.38,Salaried,731,0.23,689723.29,Business,Ahmedabad,0,0,LOW,0
BOR05704,41,33345.93,Salaried,816,0.67,1444641.5,Education,Bengaluru,0,22,MEDIUM,0
BOR05705,32,41885.68,Business Owner,817,0.33,357480.24,Vehicle,Mumbai,0,0,LOW,0
BOR05706,61,35558.57,Self-Employed,497,0.44,898710.96,Business,Ahmedabad,0,40,MEDIUM,0
BOR05707,35,59939.97,Business Owner,702,0.64,444442.88,Medical,Bengaluru,0,22,MEDIUM,0
BOR05708,26,49871.1,Business Owner,622,0.18,594495.09,Vehicle,Delhi,1,37,MEDIUM,0
BOR05709,41,48180.7,Government Employee,633,0.24,1700364.17,Business,Ahmedabad,0,20,LOW,1
BOR05710,63,42143.06,Government Employee,755,0.24,1595227.9,Business,Jaipur,0,0,LOW,0
BOR05711,44,53750.52,Business Owner,734,0.71,1688878.82,Personal,Mumbai,0,30,MEDIUM,0
BOR05712,53,43654.68,Self-Employed,649,0.29,808282.32,Home,Surat,0,12,LOW,0
BOR05713,55,27536.25,Salaried,646,0.42,636633.47,Business,Mumbai,1,65,HIGH,0
BOR05714,39,15000.0,Salaried,626,0.61,1707672.81,Vehicle,Pune,0,44,MEDIUM,1
BOR05715,28,47054.55,Self-Employed,730,0.37,355225.33,Home,Delhi,0,10,LOW,0
BOR05716,33,42858.58,Business Owner,711,0.43,864194.1,Medical,Jaipur,0,10,LOW,0
BOR05717,35,16483.34,Self-Employed,674,0.4,1259752.6,Personal,Ahmedabad,0,32,MEDIUM,0
BOR05718,39,21168.06,Government Employee,571,0.17,1098427.11,Home,Jaipur,0,40,MEDIUM,0
BOR05719,64,44641.41,Business Owner,794,0.39,1219370.01,Home,Pune,0,10,LOW,0
BOR05720,65,59018.33,Salaried,681,0.1,407722.12,Education,Delhi,0,20,LOW,0
BOR05721,55,48544.43,Salaried,615,0.67,1701874.29,Vehicle,Bengaluru,0,34,MEDIUM,0
BOR05722,61,37347.02,Salaried,718,0.48,149794.83,Education,Surat,1,43,MEDIUM,0
BOR05723,25,24521.85,Salaried,733,0.69,1205582.38,Vehicle,Bengaluru,0,32,MEDIUM,0
BOR05724,28,40366.13,Government Employee,754,0.1,1384739.14,Education,Ahmedabad,0,0,LOW,0
BOR05725,22,79264.59,Business Owner,529,0.55,680271.1,Home,Bengaluru,1,85,HIGH,1
BOR05726,59,36651.5,Salaried,603,0.69,737170.89,Education,Mumbai,0,42,MEDIUM,0
BOR05727,52,19803.94,Business Owner,587,0.64,925975.71,Education,Mumbai,0,62,HIGH,0
BOR05728,22,166146.95,Self-Employed,734,0.06,1552321.99,Vehicle,Delhi,0,8,LOW,0
BOR05729,34,127853.96,Business Owner,754,0.66,667749.82,Personal,Surat,0,30,MEDIUM,0
BOR05730,30,33829.16,Salaried,645,0.61,855094.11,Home,Delhi,0,42,MEDIUM,1
BOR05731,24,65789.67,Government Employee,719,0.25,629428.34,Medical,Jaipur,0,8,LOW,1
BOR05732,39,36729.26,Business Owner,544,0.15,190897.36,Education,Jaipur,1,55,HIGH,0
BOR05733,58,253693.11,Business Owner,667,0.51,1644310.67,Education,Delhi,1,59,HIGH,1
BOR05734,41,41653.08,Business Owner,690,0.26,1498569.45,Vehicle,Pune,0,20,LOW,0
BOR05735,63,43418.27,Salaried,691,0.48,1697154.09,Personal,Jaipur,0,27,MEDIUM,1
BOR05736,23,93290.51,Self-Employed,668,0.68,273995.06,Education,Mumbai,0,34,MEDIUM,0
BOR05737,60,27409.5,Self-Employed,665,0.37,637355.29,Education,Surat,1,57,HIGH,0
BOR05738,41,38863.05,Business Owner,808,0.71,1093925.64,Personal,Jaipur,0,30,MEDIUM,0
BOR05739,53,88041.14,Salaried,689,0.05,332823.93,Home,Bengaluru,0,12,LOW,1
BOR05740,27,25864.64,Business Owner,569,0.14,1867692.07,Vehicle,Jaipur,0,40,MEDIUM,0
BOR05741,27,49392.88,Government Employee,710,0.18,689655.29,Business,Bengaluru,0,8,LOW,0
BOR05742,59,40647.34,Salaried,636,0.51,264673.38,Education,Ahmedabad,0,34,MEDIUM,0
BOR05743,23,36446.49,Business Owner,677,0.19,1475848.75,Home,Jaipur,0,12,LOW,0
BOR05744,47,15000.0,Self-Employed,580,0.14,1702200.02,Education,Jaipur,0,48,HIGH,0
BOR05745,53,35827.63,Salaried,788,0.42,1956670.23,Medical,Mumbai,0,10,LOW,1
BOR05746,43,32633.45,Business Owner,696,0.49,776341.55,Education,Mumbai,1,47,HIGH,1
BOR05747,56,54900.15,Salaried,796,0.62,1758095.58,Home,Surat,0,30,MEDIUM,1
BOR05748,65,92160.67,Self-Employed,674,0.46,1310428.27,Home,Pune,1,55,HIGH,0
BOR05749,46,38648.28,Government Employee,620,0.55,206391.57,Personal,Bengaluru,0,34,MEDIUM,0
BOR05750,45,43454.44,Business Owner,640,0.75,467956.26,Personal,Mumbai,1,59,HIGH,1
BOR05751,30,64654.55,Salaried,717,0.3,1923071.01,Business,Delhi,0,0,LOW,0
BOR05752,45,65900.45,Business Owner,793,0.65,260796.09,Medical,Mumbai,0,30,MEDIUM,0
BOR05753,44,124422.03,Self-Employed,691,0.3,157993.73,Medical,Delhi,0,12,LOW,0
BOR05754,57,84942.67,Salaried,648,0.12,1636644.65,Personal,Surat,1,45,MEDIUM,1
BOR05755,35,88654.63,Self-Employed,775,0.13,1810264.57,Home,Jaipur,0,0,LOW,0
BOR05756,32,81162.45,Self-Employed,688,0.3,1453662.13,Personal,Delhi,0,20,LOW,0
BOR05757,55,35095.24,Government Employee,554,0.28,356846.98,Home,Bengaluru,0,30,MEDIUM,0
BOR05758,43,48049.23,Government Employee,817,0.65,618124.38,Home,Ahmedabad,1,47,HIGH,0
BOR05759,35,41985.41,Government Employee,750,0.64,1913879.36,Education,Pune,0,30,MEDIUM,0
BOR05760,56,74755.32,Business Owner,654,0.62,984200.85,Education,Bengaluru,0,42,MEDIUM,0
BOR05761,28,94671.89,Self-Employed,418,0.53,1000533.79,Medical,Mumbai,0,52,HIGH,1
BOR05762,60,26598.89,Salaried,597,0.14,1258899.95,Home,Ahmedabad,0,40,MEDIUM,0
BOR05763,52,32537.3,Salaried,710,0.51,614924.69,Personal,Surat,0,22,MEDIUM,0
BOR05764,28,56671.06,Government Employee,715,0.59,140661.88,Vehicle,Surat,0,22,MEDIUM,0
BOR05765,58,66041.64,Business Owner,594,0.13,1669683.6,Personal,Surat,0,30,MEDIUM,1
BOR05766,46,26659.8,Government Employee,715,0.74,569644.05,Education,Pune,0,40,MEDIUM,0
BOR05767,29,35770.68,Business Owner,538,0.41,1807777.11,Medical,Mumbai,1,65,HIGH,0
BOR05768,39,79671.89,Business Owner,805,0.67,862906.29,Vehicle,Mumbai,0,22,MEDIUM,0
BOR05769,41,106785.82,Business Owner,696,0.11,1668058.92,Vehicle,Pune,1,45,MEDIUM,0
BOR05770,44,67034.73,Salaried,803,0.34,631526.77,Business,Surat,0,0,LOW,0
BOR05771,44,35571.22,Government Employee,779,0.17,1838288.3,Vehicle,Mumbai,0,8,LOW,0
BOR05772,54,56257.7,Government Employee,762,0.61,697209.86,Education,Surat,0,22,MEDIUM,0
BOR05773,46,53800.96,Salaried,796,0.55,177067.51,Education,Surat,0,22,MEDIUM,0
BOR05774,61,54817.34,Business Owner,546,0.71,1613489.56,Home,Surat,0,52,HIGH,0
BOR05775,32,101312.32,Salaried,594,0.35,235571.76,Medical,Mumbai,0,38,MEDIUM,0
BOR05776,55,91723.06,Salaried,671,0.22,500460.16,Education,Bengaluru,0,12,LOW,0
BOR05777,56,88256.75,Self-Employed,782,0.33,171555.57,Education,Jaipur,0,8,LOW,0
BOR05778,27,60783.37,Self-Employed,725,0.5,1598570.27,Education,Delhi,0,10,LOW,0
BOR05779,56,60555.42,Business Owner,498,0.19,1059870.63,Business,Ahmedabad,0,30,MEDIUM,0
BOR05780,44,52008.64,Self-Employed,579,0.42,1250674.93,Education,Surat,0,48,HIGH,0
BOR05781,49,53401.47,Self-Employed,577,0.57,1750875.34,Personal,Ahmedabad,0,60,HIGH,0
BOR05782,37,27106.37,Salaried,824,0.35,1106604.47,Personal,Delhi,0,18,LOW,0
BOR05783,44,83677.36,Self-Employed,679,0.53,620228.08,Vehicle,Bengaluru,1,67,HIGH,1
BOR05784,64,53765.34,Business Owner,657,0.11,1882439.96,Education,Ahmedabad,0,20,LOW,0
BOR05785,40,65181.97,Government Employee,619,0.73,532188.54,Home,Delhi,0,34,MEDIUM,0
BOR05786,23,80569.07,Salaried,657,0.53,100691.28,Personal,Mumbai,0,42,MEDIUM,0
BOR05787,36,39738.53,Government Employee,681,0.61,1545542.73,Business,Bengaluru,0,42,MEDIUM,0
BOR05788,61,36476.61,Self-Employed,709,0.55,887999.61,Business,Delhi,0,22,MEDIUM,0
BOR05789,58,37470.85,Salaried,722,0.43,974688.7,Vehicle,Delhi,0,18,LOW,0
BOR05790,53,90039.46,Self-Employed,615,0.08,531492.2,Education,Pune,0,20,LOW,1
BOR05791,51,45922.58,Government Employee,721,0.27,576061.22,Business,Mumbai,1,33,MEDIUM,0
BOR05792,45,39421.68,Business Owner,721,0.17,1115745.15,Home,Surat,0,8,LOW,0
BOR05793,25,64711.84,Government Employee,777,0.53,709166.2,Personal,Delhi,0,30,MEDIUM,0
BOR05794,63,36206.9,Salaried,595,0.5,1397868.33,Education,Mumbai,0,48,HIGH,0
BOR05795,60,42033.04,Government Employee,592,0.32,744780.77,Business,Mumbai,0,38,MEDIUM,0
BOR05796,59,65006.93,Self-Employed,575,0.31,994421.22,Personal,Pune,0,30,MEDIUM,0
BOR05797,50,157394.11,Self-Employed,796,0.26,279006.43,Education,Jaipur,0,0,LOW,0
BOR05798,24,49330.01,Government Employee,758,0.05,1051700.05,Medical,Delhi,0,8,LOW,1
BOR05799,61,21624.86,Self-Employed,900,0.45,157500.98,Personal,Jaipur,0,20,LOW,0
BOR05800,21,36493.62,Government Employee,669,0.14,933617.26,Vehicle,Ahmedabad,0,20,LOW,0
BOR05801,48,19380.71,Business Owner,723,0.06,866675.91,Business,Mumbai,0,18,LOW,0
BOR05802,35,28192.97,Self-Employed,689,0.58,1244913.28,Medical,Ahmedabad,0,44,MEDIUM,0
BOR05803,21,37341.58,Salaried,583,0.43,1969555.82,Vehicle,Ahmedabad,1,65,HIGH,0
BOR05804,35,32788.05,Government Employee,700,0.08,1410914.76,Vehicle,Ahmedabad,0,8,LOW,0
BOR05805,57,25829.03,Business Owner,612,0.41,931774.42,Business,Jaipur,0,32,MEDIUM,1
BOR05806,29,68298.06,Government Employee,900,0.73,1560146.51,Education,Jaipur,0,30,MEDIUM,0
BOR05807,30,62242.57,Salaried,597,0.26,145310.3,Vehicle,Surat,1,63,HIGH,0
BOR05808,51,40800.23,Self-Employed,682,0.21,1124163.41,Education,Bengaluru,1,37,MEDIUM,0
BOR05809,59,41162.69,Government Employee,761,0.12,1013767.95,Medical,Surat,0,8,LOW,0
BOR05810,34,54651.76,Government Employee,761,0.62,636833.17,Medical,Mumbai,0,30,MEDIUM,0
