borrower_id,age,monthly_income,employment_type,years_employed,education,credit_score,existing_loans,loan_amount,loan_purpose,loan_tenure_months,dti_ratio,marital_status,dependents,city,previous_default,application_date,is_default
BOR04227,63,31481.11,Business Owner,10.3,Post Graduate,623,1,920851.79,Personal,180,0.22,Divorced,2,Pune,0,2026-01-27,0
BOR04228,48,28264.36,Business Owner,27.3,Post Graduate,745,4,1921540.82,Personal,240,0.15,Married,1,Ahmedabad,0,2026-06-29,0
BOR04229,44,81117.35,Self-Employed,0.6,Graduate,682,1,90872.67,Business,24,0.24,Single,2,Surat,0,2025-08-14,0
BOR04230,24,31817.97,Government Employee,24.5,Doctorate,823,4,1421753.1,Medical,36,0.64,Married,2,Bengaluru,0,2025-05-31,0
BOR04231,51,33684.56,Business Owner,15.8,Doctorate,485,0,251051.89,Home,84,0.62,Divorced,3,Jaipur,0,2025-09-03,1
BOR04232,64,61647.9,Salaried,28.4,Graduate,580,2,356761.31,Education,84,0.47,Married,1,Pune,0,2024-10-17,0
BOR04233,44,80362.62,Self-Employed,21.4,High School,645,0,1610616.5,Home,48,0.65,Divorced,2,Pune,0,2025-07-24,0
BOR04234,64,66294.13,Self-Employed,9.2,Doctorate,806,2,117207.05,Vehicle,180,0.49,Divorced,1,Surat,0,2026-03-24,0
BOR04235,32,26784.28,Self-Employed,28.0,Doctorate,629,1,1862227.48,Business,240,0.07,Single,3,Surat,0,2026-05-05,0
BOR04236,52,47200.72,Salaried,24.7,Doctorate,818,4,1657438.45,Business,12,0.56,Divorced,0,Pune,0,2026-06-17,0
BOR04237,63,35270.73,Self-Employed,25.9,Post Graduate,626,3,329914.79,Business,84,0.6,Single,0,Ahmedabad,1,2025-01-12,0
BOR04238,64,62259.74,Salaried,3.9,High School,628,0,1098285.56,Vehicle,36,0.14,Single,2,Mumbai,0,2025-10-21,1
BOR04239,58,52905.52,Self-Employed,11.5,Post Graduate,540,3,1972482.64,Home,240,0.45,Single,2,Surat,0,2025-08-28,1
BOR04240,21,148325.58,Salaried,21.6,Post Graduate,558,3,1733494.25,Vehicle,60,0.62,Married,4,Pune,0,2025-06-26,0
BOR04241,33,41736.18,Salaried,13.9,Doctorate,677,3,682180.75,Medical,120,0.41,Divorced,4,Delhi,0,2024-09-28,0
BOR04242,32,127560.25,Government Employee,10.2,Graduate,560,0,878198.65,Vehicle,84,0.09,Divorced,2,Jaipur,0,2025-02-22,0
BOR04243,33,132171.03,Self-Employed,29.1,Doctorate,748,0,1869690.34,Medical,84,0.16,Married,0,Bengaluru,0,2026-05-27,0
BOR04244,37,60388.12,Business Owner,18.4,Doctorate,591,2,794103.79,Personal,120,0.38,Divorced,2,Surat,0,2025-06-18,0
BOR04245,53,65223.21,Business Owner,13.4,High School,614,0,59841.83,Home,24,0.2,Married,2,Mumbai,0,2026-04-27,0
BOR04246,27,92349.04,Salaried,21.7,Doctorate,592,1,1039898.89,Vehicle,48,0.72,Single,2,Jaipur,1,2026-05-14,0
BOR04247,35,46324.24,Government Employee,3.5,Doctorate,630,1,1302286.99,Vehicle,48,0.55,Married,2,Ahmedabad,0,2025-06-27,1
BOR04248,52,29918.69,Government Employee,0.6,Post Graduate,746,3,1101053.12,Personal,120,0.1,Divorced,0,Ahmedabad,0,2024-09-29,0
BOR04249,28,64069.86,Government Employee,19.9,Graduate,788,2,1024176.53,Vehicle,48,0.49,Single,2,Pune,0,2025-07-30,0
BOR04250,29,20131.93,Government Employee,19.5,Doctorate,775,1,218080.68,Education,84,0.49,Divorced,4,Ahmedabad,1,2026-01-26,0
BOR04251,52,171566.2,Business Owner,28.1,Doctorate,639,2,242098.75,Medical,48,0.13,Single,4,Mumbai,0,2024-11-25,1
BOR04252,55,126446.47,Business Owner,16.3,Post Graduate,656,2,806916.94,Medical,84,0.06,Divorced,1,Bengaluru,0,2025-04-18,0
BOR04253,64,24681.15,Business Owner,13.6,High School,652,4,1884935.65,Vehicle,48,0.16,Married,2,Delhi,0,2025-01-27,0
BOR04254,49,82793.26,Self-Employed,10.4,Graduate,604,3,1339154.74,Home,12,0.35,Single,3,Ahmedabad,1,2025-10-11,0
BOR04255,32,36309.35,Government Employee,9.4,Graduate,733,0,1272693.68,Business,36,0.66,Single,3,Surat,1,2025-07-19,0
BOR04256,60,49095.86,Salaried,29.1,Doctorate,732,0,636320.72,Business,120,0.48,Married,0,Pune,0,2025-03-22,0
BOR04257,27,55210.85,Salaried,9.1,Graduate,723,4,1175547.91,Home,12,0.74,Married,4,Surat,0,2025-03-20,0
BOR04258,36,39491.84,Salaried,29.5,Doctorate,700,2,485264.15,Vehicle,120,0.19,Married,4,Jaipur,0,2026-05-09,0
BOR04259,58,30832.16,Government Employee,6.5,High School,795,4,1387784.61,Home,180,0.27,Married,4,Surat,0,2025-03-31,0
BOR04260,58,35698.45,Government Employee,7.2,Post Graduate,781,1,386459.41,Personal,36,0.29,Married,4,Jaipur,0,2025-03-29,0
BOR04261,43,43616.75,Salaried,25.7,Doctorate,698,2,841145.49,Vehicle,60,0.57,Divorced,0,Bengaluru,0,2026-03-07,0
BOR04262,43,38273.68,Self-Employed,29.7,Post Graduate,588,4,1833896.36,Vehicle,24,0.68,Single,3,Bengaluru,0,2025-10-25,0
BOR04263,49,20488.52,Self-Employed,2.7,Post Graduate,585,0,1018566.32,Medical,48,0.15,Divorced,0,Pune,0,2025-08-06,1
BOR04264,52,41691.21,Government Employee,2.0,High School,699,0,63195.1,Education,12,0.17,Married,1,Surat,0,2024-07-16,0
BOR04265,37,81242.16,Salaried,0.5,Doctorate,639,4,179387.72,Education,240,0.05,Single,0,Jaipur,0,2024-09-04,0
BOR04266,24,31540.24,Self-Employed,21.8,High School,550,2,1657876.84,Business,12,0.23,Single,0,Ahmedabad,0,2025-03-13,0
BOR04267,62,62319.63,Self-Employed,8.0,High School,804,2,1337977.21,Business,24,0.46,Married,3,Mumbai,0,2024-11-10,0
BOR04268,47,92333.76,Business Owner,27.1,Post Graduate,743,3,197224.94,Medical,60,0.35,Divorced,0,Delhi,1,2024-10-29,0
BOR04269,33,67458.76,Self-Employed,8.7,Doctorate,832,2,1261024.18,Personal,60,0.39,Single,4,Ahmedabad,0,2026-06-14,0
BOR04270,65,57875.0,Salaried,22.4,Graduate,738,4,1520065.39,Business,48,0.21,Divorced,1,Jaipur,0,2026-06-02,0
BOR04271,57,41756.4,Government Employee,3.5,Doctorate,557,4,1779475.69,Vehicle,120,0.33,Divorced,4,Pune,1,2025-03-03,0
BOR04272,31,34824.47,Government Employee,27.6,Doctorate,679,0,1366388.87,Business,120,0.54,Married,2,Surat,0,2025-09-21,0
BOR04273,48,50533.55,Business Owner,20.0,Doctorate,853,3,1344035.67,Education,180,0.39,Married,1,Bengaluru,1,2026-05-01,1
BOR04274,50,51053.97,Business Owner,7.2,High School,786,3,1072732.27,Vehicle,48,0.6,Single,1,Pune,0,2026-06-23,0
BOR04275,65,39437.06,Salaried,7.4,Graduate,651,3,1022578.07,Business,120,0.62,Married,0,Surat,1,2026-04-16,0
BOR04276,44,25222.61,Business Owner,2.0,Doctorate,613,0,1500565.55,Education,36,0.11,Married,1,Mumbai,0,2025-03-18,1
BOR04277,42,63798.87,Government Employee,19.7,Graduate,680,4,1074310.23,Home,36,0.74,Divorced,1,Pune,0,2024-09-09,0
BOR04278,52,78548.32,Government Employee,18.0,Graduate,696,0,1048531.51,Business,48,0.4,Divorced,0,Surat,1,2025-10-24,0
BOR04279,65,41100.4,Salaried,9.2,Doctorate,873,1,417425.54,Medical,24,0.29,Married,1,Jaipur,1,2024-11-14,1
BOR04280,52,46772.38,Business Owner,21.1,Doctorate,784,0,1294422.16,Education,240,0.57,Married,0,Ahmedabad,0,2024-07-25,0
BOR04281,54,40110.58,Business Owner,7.5,Doctorate,743,1,549393.8,Personal,84,0.63,Divorced,0,Pune,0,2026-05-02,0
BOR04282,61,77964.42,Government Employee,2.5,Doctorate,698,1,568693.47,Business,120,0.16,Divorced,3,Ahmedabad,0,2024-07-11,0
BOR04283,27,15104.66,Business Owner,0.2,Doctorate,681,3,925201.45,Home,24,0.41,Single,3,Ahmedabad,0,2026-05-18,0
BOR04284,57,90692.51,Self-Employed,2.4,High School,727,3,1629446.18,Business,240,0.7,Single,1,Mumbai,0,2024-07-08,0
BOR04285,58,61262.27,Government Employee,7.1,High School,524,2,118146.49,Education,120,0.13,Divorced,0,Surat,0,2024-09-29,0
BOR04286,51,34192.87,Business Owner,25.8,High School,717,2,845025.24,Education,84,0.26,Single,1,Mumbai,0,2025-09-17,0
BOR04287,25,60185.79,Government Employee,6.0,Post Graduate,789,4,219893.73,Medical,120,0.33,Single,1,Surat,1,2025-10-08,0
BOR04288,40,45595.61,Government Employee,19.5,Post Graduate,716,0,156284.03,Education,60,0.2,Single,2,Jaipur,0,2025-09-28,0
BOR04289,26,49423.79,Government Employee,12.8,Post Graduate,591,1,825355.46,Personal,12,0.61,Divorced,3,Pune,0,2025-05-30,0
BOR04290,61,15868.71,Salaried,8.2,Graduate,718,2,175787.52,Education,36,0.24,Married,4,Surat,1,2025-07-18,1
BOR04291,41,53475.22,Self-Employed,15.6,Post Graduate,624,0,1162944.06,Medical,60,0.19,Married,0,Jaipur,0,2025-03-10,0
BOR04292,45,21816.32,Self-Employed,2.6,Graduate,736,4,1436688.21,Medical,120,0.3,Single,1,Surat,0,2026-06-18,0
BOR04293,62,42917.72,Salaried,0.8,Graduate,730,3,1543550.17,Education,48,0.73,Married,3,Bengaluru,1,2025-03-18,0
BOR04294,57,124495.43,Self-Employed,20.3,High School,487,2,144963.98,Business,24,0.75,Single,1,Pune,0,2026-05-30,0
BOR04295,46,34551.27,Self-Employed,29.5,Post Graduate,661,4,1993647.75,Vehicle,240,0.35,Married,0,Ahmedabad,1,2024-09-28,1
BOR04296,39,101459.31,Salaried,7.2,Graduate,532,4,1550136.66,Vehicle,12,0.67,Married,1,Jaipur,1,2025-05-17,1
BOR04297,34,129046.81,Self-Employed,21.5,Post Graduate,692,2,276079.27,Personal,24,0.4,Married,0,Bengaluru,0,2024-12-02,1
BOR04298,60,46723.37,Salaried,3.7,High School,662,3,324257.56,Vehicle,48,0.21,Divorced,2,Pune,0,2025-06-29,0
BOR04299,26,39413.69,Business Owner,9.3,Graduate,774,2,891952.5,Medical,240,0.65,Divorced,1,Bengaluru,0,2025-09-05,0
BOR04300,61,28731.22,Salaried,22.7,Post Graduate,711,0,1170297.12,Home,60,0.61,Divorced,3,Ahmedabad,0,2025-07-01,0
BOR04301,55,40453.53,Self-Employed,5.8,High School,611,4,1318527.55,Education,60,0.32,Single,0,Surat,0,2025-05-12,0
BOR04302,21,178614.94,Self-Employed,27.2,Doctorate,717,2,1305521.5,Medical,180,0.66,Single,1,Mumbai,0,2026-03-01,0
BOR04303,48,66611.52,Self-Employed,3.1,Doctorate,782,4,1463828.52,Personal,240,0.57,Single,2,Delhi,0,2026-02-15,0
BOR04304,54,24084.53,Government Employee,12.7,Post Graduate,837,3,726983.36,Home,60,0.23,Married,0,Surat,0,2026-02-08,0
BOR04305,25,15000.0,Salaried,10.5,Post Graduate,610,3,1193130.32,Medical,12,0.32,Married,1,Jaipur,0,2025-08-06,0
BOR04306,61,38967.54,Self-Employed,17.3,Post Graduate,732,2,1679866.53,Medical,240,0.58,Married,2,Ahmedabad,1,2025-01-14,0
BOR04307,21,54685.79,Government Employee,9.7,Doctorate,664,2,1848079.13,Education,180,0.15,Divorced,0,Bengaluru,0,2026-01-15,1
BOR04308,48,48727.62,Government Employee,9.0,Graduate,591,2,1593822.34,Home,24,0.54,Single,1,Ahmedabad,0,2026-01-30,0
BOR04309,28,23187.85,Business Owner,3.5,Post Graduate,745,4,1855750.99,Vehicle,60,0.41,Divorced,1,Surat,0,2025-02-01,0
BOR04310,64,69345.26,Self-Employed,5.3,High School,822,2,1515379.17,Business,36,0.56,Divorced,0,Pune,0,2025-06-22,0
BOR04311,21,33024.05,Self-Employed,21.1,Graduate,742,0,1181531.12,Vehicle,84,0.17,Single,0,Bengaluru,1,2025-01-05,0
BOR04312,30,42537.73,Self-Employed,23.4,Post Graduate,787,2,1007672.62,Home,48,0.08,Single,3,Jaipur,0,2025-10-25,0
BOR04313,58,81714.06,Salaried,4.1,Graduate,699,2,219480.55,Home,36,0.17,Divorced,4,Jaipur,0,2025-11-25,0
BOR04314,57,41366.84,Self-Employed,1.0,Post Graduate,766,4,1398037.49,Medical,60,0.7,Single,3,Jaipur,0,2024-10-27,0
BOR04315,40,67741.36,Salaried,3.2,High School,618,3,973533.41,Home,12,0.21,Divorced,0,Surat,0,2026-03-23,1
BOR04316,45,25237.86,Business Owner,24.7,Graduate,654,2,793391.93,Business,240,0.67,Divorced,4,Delhi,0,2025-05-07,0
BOR04317,24,104579.93,Business Owner,28.9,High School,783,2,214313.51,Vehicle,36,0.5,Divorced,3,Surat,0,2025-01-03,0
BOR04318,58,28108.75,Government Employee,26.9,Post Graduate,574,4,597285.06,Home,24,0.6,Single,2,Pune,0,2025-07-18,0
BOR04319,53,92720.23,Government Employee,17.3,Graduate,577,3,295372.23,Education,12,0.58,Single,2,Pune,1,2025-08-06,1
BOR04320,65,63237.18,Self-Employed,14.7,Post Graduate,624,1,1412365.59,Business,180,0.43,Divorced,3,Bengaluru,0,2025-08-01,0
BOR04321,63,110031.55,Self-Employed,13.2,Post Graduate,610,4,1850088.28,Business,84,0.61,Single,4,Delhi,0,2024-12-06,1
BOR04322,50,86827.68,Salaried,4.5,High School,696,0,502751.25,Vehicle,48,0.33,Single,2,Pune,0,2026-05-25,0
BOR04323,38,55608.84,Salaried,24.5,Post Graduate,502,0,777063.35,Business,240,0.5,Married,3,Mumbai,0,2026-06-12,0
BOR04324,62,16293.86,Business Owner,27.0,Graduate,660,4,959243.21,Personal,24,0.1,Married,1,Jaipur,0,2026-03-16,1
BOR04325,65,55461.98,Business Owner,17.4,Post Graduate,578,4,1433467.26,Home,36,0.56,Married,2,Bengaluru,0,2024-08-31,0
BOR04326,35,28442.88,Government Employee,0.7,Doctorate,730,3,645669.63,Home,60,0.21,Single,3,Delhi,0,2025-12-01,0
BOR04327,57,64953.52,Salaried,8.1,High School,667,0,59360.11,Personal,48,0.44,Single,2,Jaipur,0,2025-01-22,0
BOR04328,37,72410.08,Business Owner,19.6,High School,574,4,1235316.68,Medical,240,0.13,Divorced,3,Pune,0,2025-12-20,0
BOR04329,25,41028.92,Government Employee,11.0,High School,828,2,605747.43,Vehicle,120,0.46,Single,1,Delhi,0,2025-07-11,0
BOR04330,59,50724.34,Self-Employed,12.5,High School,691,2,1253185.7,Home,240,0.08,Single,0,Ahmedabad,0,2025-07-11,0
BOR04331,55,155278.15,Salaried,24.0,Graduate,554,1,1872133.26,Vehicle,24,0.33,Divorced,1,Surat,0,2026-06-08,1
BOR04332,65,73000.03,Self-Employed,15.5,High School,829,3,726620.63,Education,12,0.51,Married,2,Ahmedabad,0,2025-08-18,0
BOR04333,28,41671.43,Salaried,24.9,High School,757,3,1266501.83,Education,24,0.06,Married,4,Mumbai,0,2025-05-21,0
BOR04334,42,30001.13,Self-Employed,2.6,Doctorate,618,2,1179477.57,Education,84,0.55,Single,4,Mumbai,0,2025-01-18,0
BOR04335,48,59425.77,Government Employee,4.4,Post Graduate,751,2,1774554.18,Vehicle,60,0.69,Divorced,0,Jaipur,0,2026-03-15,0
BOR04336,53,85859.56,Salaried,1.8,High School,821,3,1274065.42,Medical,240,0.66,Divorced,1,Mumbai,1,2025-11-12,0
BOR04337,61,47395.22,Self-Employed,28.9,High School,787,3,1273604.8,Business,24,0.37,Married,1,Mumbai,0,2025-06-17,0
BOR04338,54,41309.49,Salaried,2.9,High School,761,4,1318044.33,Vehicle,180,0.37,Single,2,Jaipur,0,2025-11-20,0
BOR04339,53,54379.6,Business Owner,26.1,Post Graduate,720,1,563353.97,Personal,120,0.6,Single,0,Delhi,0,2025-10-31,0
BOR04340,43,60582.05,Government Employee,23.9,Doctorate,535,2,1019062.31,Vehicle,84,0.23,Married,4,Delhi,0,2026-02-06,0
BOR04341,43,27943.48,Salaried,20.8,Doctorate,689,0,545819.12,Business,12,0.73,Single,2,Ahmedabad,1,2025-10-05,0
BOR04342,42,21085.91,Business Owner,3.3,Post Graduate,754,2,1719214.56,Personal,36,0.5,Married,1,Jaipur,0,2025-10-05,0
BOR04343,60,75794.27,Government Employee,12.1,Graduate,709,4,1953504.48,Medical,12,0.37,Married,3,Bengaluru,0,2024-12-20,0
BOR04344,37,27985.25,Business Owner,17.8,Graduate,804,0,1936358.7,Vehicle,24,0.64,Married,3,Pune,0,2024-07-28,0
BOR04345,43,135754.76,Salaried,9.8,High School,693,1,591035.78,Home,180,0.36,Single,3,Mumbai,1,2025-03-15,0
BOR04346,53,63276.4,Salaried,6.2,High School,698,4,321154.24,Vehicle,180,0.13,Married,3,Mumbai,1,2024-10-01,0
BOR04347,43,63907.03,Self-Employed,15.1,Doctorate,669,0,215489.63,Medical,180,0.17,Married,2,Delhi,0,2025-09-15,0
BOR04348,48,48180.9,Salaried,29.6,Graduate,761,2,1328586.12,Education,36,0.63,Single,0,Bengaluru,1,2025-05-10,1
BOR04349,33,158389.44,Self-Employed,22.0,High School,553,0,373839.22,Medical,48,0.08,Divorced,3,Surat,0,2026-05-15,0
BOR04350,27,46541.22,Business Owner,9.7,Graduate,573,1,270726.14,Home,84,0.33,Divorced,4,Mumbai,0,2024-12-23,0
BOR04351,56,108663.63,Government Employee,8.6,Post Graduate,627,1,1388556.27,Business,60,0.43,Single,1,Surat,0,2026-06-20,0
BOR04352,30,23822.83,Government Employee,21.6,Post Graduate,737,2,1904916.81,Personal,24,0.31,Single,4,Mumbai,0,2025-11-05,0
BOR04353,31,117260.77,Salaried,26.1,Doctorate,739,4,1440185.98,Business,12,0.38,Single,4,Mumbai,0,2025-02-05,0
BOR04354,42,54306.49,Business Owner,3.1,Doctorate,716,2,1939342.13,Medical,24,0.68,Married,0,Mumbai,1,2025-10-29,1
BOR04355,65,99451.0,Self-Employed,8.0,Post Graduate,601,0,1717013.81,Home,180,0.45,Single,4,Delhi,0,2025-06-05,0
BOR04356,51,46354.63,Government Employee,3.1,Doctorate,639,4,1522655.61,Personal,36,0.29,Married,3,Jaipur,0,2025-11-24,0
BOR04357,29,27338.94,Salaried,11.4,Graduate,650,2,1951588.15,Medical,180,0.53,Single,3,Delhi,1,2025-03-08,0
BOR04358,32,85294.1,Self-Employed,2.7,High School,730,0,1873216.84,Vehicle,60,0.73,Single,1,Surat,0,2026-03-09,0
BOR04359,34,67653.56,Self-Employed,2.1,Post Graduate,693,0,1631628.6,Business,180,0.49,Single,0,Ahmedabad,0,2024-07-12,0
BOR04360,60,63682.3,Self-Employed,18.9,Doctorate,607,0,1684949.21,Business,48,0.56,Married,3,Surat,0,2026-04-07,1
BOR04361,65,41992.45,Salaried,26.1,High School,697,3,1844340.59,Medical,48,0.1,Single,0,Pune,0,2025-10-18,0
BOR04362,37,56317.35,Government Employee,16.0,High School,708,0,1650400.17,Vehicle,12,0.27,Married,3,Surat,0,2025-04-02,0
BOR04363,26,45744.75,Salaried,13.8,Graduate,646,4,1691632.86,Education,48,0.38,Divorced,1,Mumbai,1,2025-10-06,1
BOR04364,57,237728.76,Self-Employed,26.0,High School,761,1,714043.28,Vehicle,36,0.27,Divorced,4,Pune,0,2024-09-18,0
BOR04365,47,60269.04,Government Employee,28.6,Post Graduate,659,3,972578.79,Personal,84,0.27,Divorced,2,Pune,1,2025-08-16,0
BOR04366,37,39120.06,Government Employee,7.8,Graduate,668,0,374071.83,Medical,60,0.29,Single,2,Surat,0,2024-11-21,0
BOR04367,46,56750.2,Salaried,21.4,Post Graduate,510,3,1111056.59,Home,240,0.16,Single,1,Bengaluru,0,2025-05-28,0
BOR04368,39,22366.18,Business Owner,26.2,Doctorate,622,2,1094942.31,Business,84,0.6,Married,4,Jaipur,0,2025-02-22,0
BOR04369,42,54370.1,Salaried,7.7,Post Graduate,658,1,280204.01,Education,180,0.15,Divorced,4,Ahmedabad,0,2026-02-26,0
BOR04370,51,102647.97,Salaried,12.1,Graduate,546,1,1589134.98,Home,60,0.21,Divorced,1,Surat,0,2025-11-24,0
BOR04371,28,33668.81,Self-Employed,21.7,Graduate,816,4,735612.94,Education,84,0.57,Divorced,1,Delhi,0,2025-01-15,0
BOR04372,49,52342.28,Self-Employed,0.8,High School,759,3,1598246.19,Personal,48,0.09,Divorced,3,Pune,1,2024-07-15,0
BOR04373,34,136710.86,Business Owner,24.5,Doctorate,617,4,820515.26,Home,180,0.29,Single,4,Ahmedabad,0,2025-06-05,0
BOR04374,61,46646.02,Self-Employed,9.6,Graduate,655,4,1872954.34,Business,24,0.41,Divorced,1,Bengaluru,0,2026-02-04,0
BOR04375,53,18447.86,Business Owner,2.6,Post Graduate,652,2,71255.64,Home,120,0.41,Married,0,Bengaluru,0,2025-11-27,1
BOR04376,53,76155.39,Business Owner,5.3,Doctorate,728,3,364027.7,Personal,120,0.7,Divorced,3,Bengaluru,0,2025-04-20,0
BOR04377,28,66805.56,Business Owner,13.6,Post Graduate,646,2,848592.71,Education,24,0.55,Married,4,Pune,0,2025-11-29,0
BOR04378,25,35311.06,Business Owner,24.0,Post Graduate,794,3,1511704.62,Vehicle,240,0.23,Married,2,Delhi,0,2025-03-25,0
BOR04379,30,38228.68,Self-Employed,3.8,High School,706,4,1949518.39,Business,240,0.26,Single,1,Ahmedabad,0,2026-06-05,0
BOR04380,59,53192.22,Self-Employed,27.7,High School,811,4,1169160.93,Business,48,0.07,Divorced,1,Bengaluru,0,2025-07-21,0
BOR04381,31,79674.6,Business Owner,15.9,High School,563,3,882111.11,Business,180,0.08,Divorced,3,Jaipur,1,2026-06-14,1
BOR04382,31,27071.14,Government Employee,6.6,Doctorate,732,3,614569.38,Medical,12,0.52,Divorced,3,Surat,0,2026-06-27,0
BOR04383,47,47468.95,Self-Employed,27.5,Post Graduate,639,4,732574.41,Home,24,0.15,Single,2,Delhi,0,2025-09-26,0
BOR04384,42,81455.65,Self-Employed,12.8,Post Graduate,696,1,891720.54,Education,120,0.35,Single,3,Ahmedabad,0,2025-01-23,0
BOR04385,40,50323.56,Business Owner,21.8,High School,750,1,1278177.89,Education,240,0.17,Single,0,Pune,0,2025-08-22,0
BOR04386,65,40637.46,Government Employee,11.9,Graduate,821,0,1784991.32,Education,84,0.27,Single,1,Ahmedabad,1,2025-11-28,0
BOR04387,43,33056.59,Business Owner,24.5,High School,739,1,805643.15,Business,60,0.61,Single,2,Pune,0,2026-02-20,1
BOR04388,31,100399.89,Self-Employed,21.3,Post Graduate,556,4,1174378.81,Business,36,0.61,Divorced,4,Bengaluru,0,2025-04-26,0
BOR04389,53,41288.22,Salaried,10.3,High School,782,0,829837.04,Medical,84,0.71,Divorced,1,Pune,0,2026-01-14,0
BOR04390,23,87432.49,Business Owner,23.6,Graduate,664,1,1506268.15,Personal,24,0.71,Single,3,Jaipur,0,2026-05-25,0
BOR04391,22,33950.69,Government Employee,5.5,Graduate,766,3,1828803.0,Medical,36,0.68,Single,2,Ahmedabad,1,2025-04-13,0
BOR04392,21,88590.03,Government Employee,15.2,Graduate,575,4,1823944.7,Personal,240,0.41,Single,0,Delhi,1,2024-07-23,1
BOR04393,43,26850.59,Salaried,1.3,Post Graduate,700,2,382783.61,Education,240,0.58,Divorced,2,Bengaluru,0,2026-02-14,0
BOR04394,52,67149.74,Salaried,23.6,Post Graduate,653,0,1375772.6,Business,180,0.39,Divorced,2,Jaipur,0,2025-06-14,0
BOR04395,46,68847.34,Self-Employed,1.9,Graduate,616,4,273541.11,Medical,48,0.37,Divorced,0,Bengaluru,1,2025-11-21,0
BOR04396,64,17028.66,Salaried,14.1,Post Graduate,641,3,1701230.32,Medical,48,0.21,Divorced,4,Delhi,1,2025-12-10,1
BOR04397,27,50595.41,Business Owner,13.0,Graduate,655,4,638858.58,Personal,120,0.39,Married,2,Ahmedabad,0,2024-12-04,0
BOR04398,38,27465.84,Government Employee,7.1,Doctorate,516,3,1133831.66,Personal,48,0.53,Single,3,Delhi,0,2025-10-18,0
BOR04399,28,37909.45,Salaried,15.7,Doctorate,760,4,769655.23,Education,36,0.27,Married,0,Surat,0,2025-01-24,0
BOR04400,31,91867.14,Business Owner,25.6,Doctorate,786,1,582117.43,Medical,48,0.17,Single,0,Ahmedabad,0,2024-12-28,0
BOR04401,56,32599.27,Self-Employed,3.9,High School,576,2,1164643.69,Home,60,0.1,Single,0,Bengaluru,0,2025-12-04,0
BOR04402,40,62838.13,Government Employee,24.3,Post Graduate,737,4,231825.51,Education,180,0.45,Single,4,Jaipur,0,2025-05-15,0
BOR04403,53,59879.22,Salaried,29.1,Graduate,498,0,386985.35,Education,240,0.16,Married,0,Pune,0,2026-04-27,1
BOR04404,32,31778.9,Government Employee,5.4,Post Graduate,677,3,574989.18,Vehicle,120,0.54,Single,2,Delhi,0,2025-07-03,0
BOR04405,24,62542.97,Self-Employed,12.2,Doctorate,749,4,1761977.65,Medical,84,0.63,Divorced,2,Surat,1,2025-03-30,0
BOR04406,21,52687.14,Government Employee,13.1,Graduate,709,4,945269.63,Vehicle,48,0.54,Divorced,4,Bengaluru,0,2025-12-21,0
BOR04407,47,51145.65,Self-Employed,26.7,Graduate,741,2,1522066.01,Education,84,0.21,Married,2,Jaipur,1,2026-02-28,0
BOR04408,62,57321.6,Salaried,28.7,Graduate,685,4,1452624.69,Education,120,0.54,Divorced,4,Ahmedabad,1,2025-11-09,1
BOR04409,21,42865.2,Self-Employed,26.9,Doctorate,687,4,440321.41,Medical,36,0.51,Divorced,2,Pune,0,2025-01-16,0
BOR04410,64,62460.88,Business Owner,19.0,Doctorate,704,4,157699.68,Education,180,0.28,Married,1,Surat,0,2026-03-18,0
BOR04411,61,59302.88,Salaried,0.5,Doctorate,800,0,1796993.74,Vehicle,48,0.53,Single,0,Bengaluru,0,2026-01-25,0
BOR04412,55,55970.61,Salaried,9.4,Doctorate,621,3,1474958.93,Business,36,0.49,Married,2,Bengaluru,0,2026-05-27,0
BOR04413,30,76252.34,Self-Employed,28.5,Graduate,557,0,299177.58,Business,24,0.33,Single,1,Jaipur,1,2025-02-15,0
BOR04414,32,28546.61,Self-Employed,26.4,Graduate,710,1,1015026.15,Vehicle,60,0.23,Married,0,Jaipur,0,2025-08-27,0
BOR04415,56,63462.11,Salaried,4.9,Post Graduate,567,4,1189009.68,Business,60,0.43,Divorced,1,Bengaluru,0,2025-08-04,1
BOR04416,53,40481.13,Business Owner,15.3,Doctorate,625,3,282949.93,Business,180,0.11,Divorced,0,Jaipur,0,2026-03-02,0
BOR04417,28,38432.62,Self-Employed,23.4,Graduate,764,3,1876706.25,Medical,84,0.55,Divorced,1,Ahmedabad,0,2024-09-10,0
BOR04418,40,69790.47,Business Owner,19.1,Doctorate,678,1,350949.3,Home,12,0.66,Divorced,4,Bengaluru,0,2025-02-28,0
BOR04419,37,37310.09,Self-Employed,25.8,Graduate,558,2,1245964.54,Personal,48,0.07,Married,2,Pune,0,2024-11-15,0
BOR04420,54,99717.1,Self-Employed,0.1,Doctorate,733,2,1700889.59,Vehicle,12,0.58,Single,3,Bengaluru,1,2024-07-19,1
BOR04421,61,34429.38,Government Employee,17.4,Doctorate,744,1,1912104.25,Medical,120,0.39,Married,4,Delhi,0,2026-01-12,0
BOR04422,26,47329.46,Business Owner,5.5,Doctorate,654,1,491256.53,Education,48,0.4,Married,4,Ahmedabad,1,2024-08-08,0
BOR04423,58,60937.61,Business Owner,3.1,High School,613,2,901796.83,Medical,60,0.53,Married,3,Jaipur,1,2025-01-13,1
BOR04424,54,41279.52,Salaried,23.9,Graduate,690,0,949763.27,Medical,120,0.16,Divorced,0,Pune,0,2025-12-25,0
